product_id,product_name,category,subcategory,cost_price
344,Classic Laptop Foot,Electronics,Laptops,162.98
345,Premium Laptop Light,Electronics,Laptops,734.67
346,Deluxe Kid Here,Clothing,Kids,405.59
347,Classic Mobile Sort,Electronics,Mobiles,476.45
348,Pro Footwear Expect,Clothing,Footwear,277.37
349,  Deluxe Kitchen Blue   ,Home,Kitchen,683.5
350,Essential Women Cause,Clothing,Women,167.76
351,Premium Children Begin,Books,Children,773.81
352,Classic Camera Culture,Electronics,Cameras,482.11
353,Deluxe Laptop Lawyer,Electronics,Laptops,754.57
354,Compact Bedding List,Home,Bedding,368.82
355,Deluxe Footwear Onto,Clothing,Footwear,659.98
356,premium children one,Books,Children,773.29
357,Essential Storage Music,Home,Storage,228.29
358,Premium Camera Involve,Electronics,Cameras,223.36
359,Deluxe Decor Board,Home,Decor,761.89
360,Classic Furniture Agree,Home,Furniture,194.52
361,Compact Accessorie Behind,Electronics,Accessories,545.56
362,Deluxe Camera Health,Electronics,Cameras,336.6
363,Pro Fiction Once,Books,Fiction,458.92
364,Essential Kid Better,Clothing,Kids,550.0
365,Pro Comic Picture,Books,Comics,138.48
366,Premium Kid Piece,Clothing,Kids,593.51
367,ESSENTIAL KID STILL,Clothing,Kids,596.14
368,Ultra Bedding Garden,Home,Bedding,299.23
369,  Ultra Bedding Treat   ,Home,Bedding,508.61
370,Classic Camera Image,Electronics,Cameras,694.4
371,Deluxe Children Actually,Books,Children,697.07
372,Classic Women Film,Clothing,Women,789.79
373,Deluxe Non-Fiction Job,Books,Non-Fiction,146.74
374,Deluxe Camera Important,Electronics,Cameras,143.93
375,Compact Mobile Start,Electronics,Mobiles,609.67
376,Ultra Winterwear Become,Clothing,Winterwear,628.81
377,Pro Laptop Share,Electronics,Laptops,345.24
378,COMPACT ACADEMIC WEAR,Books,Academic,585.34
379,Ultra Audio Operation,Electronics,Audio,154.89
380,Classic Laptop West,Electronics,Laptops,277.45
381,Compact Men Eight,Clothing,Men,246.97
382,Deluxe Mobile Owner,Electronics,Mobiles,366.37
383,Essential Bedding Near,Home,Bedding,276.16
384,Ultra Comic Condition,Books,Comics,758.62
385,Classic Fiction Reveal,Books,Fiction,787.95
386,Pro Men Husband,Clothing,Men,101.16
387,Essential Camera Condition,Electronics,Cameras,429.18
388,Premium Accessorie Chair,Electronics,Accessories,523.89
389,ESSENTIAL MOBILE EXIST,Electronics,Mobiles,101.51
390,Essential Bedding Fish,Home,Bedding,557.07
391,Compact Audio Executive,Electronics,Audio,531.0
392,Pro Storage Mind,Home,Storage,336.8
393,Essential Accessorie Child,Electronics,Accessories,228.32
394,Classic Camera At,Electronics,Cameras,623.03
395,Essential Kid Computer,Clothing,Kids,130.82
396,Essential Non-Fiction Learn,Books,Non-Fiction,266.49
397,  Essential Mobile Fact   ,Electronics,Mobiles,460.6
398,Premium Non-Fiction Know,Books,Non-Fiction,62.81
399,Essential Audio Firm,Electronics,Audio,790.97
400,compact decor member,Home,Decor,699.69
401,Ultra Decor Stay,Home,Decor,342.52
402,Ultra Mobile Ball,Electronics,Mobiles,39.57
403,Deluxe Women Herself,Clothing,Women,351.86
404,Deluxe Kitchen Enter,Home,Kitchen,148.75
405,Compact Academic Yet,Books,Academic,310.42
406,Essential Academic Employee,Books,Academic,135.92
407,Ultra Men Set,Clothing,Men,334.57
408,Essential Children Process,Books,Children,490.22
409,Premium Storage Mission,Home,Storage,704.32
410,COMPACT FOOTWEAR PHONE,Clothing,Footwear,39.64
411,Premium Decor Practice,Home,Decor,543.31
412,Pro Kid Deal,Clothing,Kids,561.36
413,Essential Camera Lot,Electronics,Cameras,387.1
414,Ultra Non-Fiction Both,Books,Non-Fiction,713.97
415,Essential Mobile Central,Electronics,Mobiles,405.94
416,Ultra Academic Fly,Books,Academic,601.89
417,Deluxe Furniture According,Home,Furniture,43.13
418,Essential Winterwear Individual,Clothing,Winterwear,654.23
419,Compact Camera Go,Electronics,Cameras,360.13
420,DELUXE ACADEMIC THOUGHT,Books,Academic,523.74
421,COMPACT CAMERA PRESSURE,Electronics,Cameras,661.25
422,Pro Storage Husband,Home,Storage,538.17
423,  Ultra Decor Summer   ,Home,Decor,365.2
424,Essential Comic Training,Books,Comics,80.66
425,Deluxe Men Girl,Clothing,Men,508.03
426,Pro Storage Less,Home,Storage,87.74
427,Classic Footwear Good,Clothing,Footwear,594.78
428,Deluxe Fiction Law,Books,Fiction,152.47
429,Compact Non-Fiction Team,Books,Non-Fiction,154.89
430,Ultra Kitchen Than,Home,Kitchen,741.52
431,Compact Camera Trade,Electronics,Cameras,765.08
432,Premium Footwear Rather,Clothing,Footwear,41.71
433,Compact Children Phone,Books,Children,625.52
434,Classic Winterwear Century,Clothing,Winterwear,105.32
435,Pro Children First,Books,Children,404.78
436,Pro Academic Full,Books,Academic,610.61
437,Deluxe Bedding Player,Home,Bedding,363.92
438,Compact Women Yourself,Clothing,Women,709.49
439,Ultra Storage Run,Home,Storage,590.24
440,Classic Women Deep,Clothing,Women,234.59
441,Essential Furniture Measure,Home,Furniture,766.79
442,Ultra Kitchen Former,Home,Kitchen,385.85
443,Deluxe Children Cost,Books,Children,339.64
444,  Premium Accessorie Information   ,Electronics,Accessories,537.19
445,Ultra Kid From,Clothing,Kids,786.88
446,ultra furniture film,Home,Furniture,165.59
447,Ultra Audio Simple,Electronics,Audio,494.04
448,Compact Winterwear Run,Clothing,Winterwear,628.09
449,Compact Kitchen Property,Home,Kitchen,765.49
450,  Premium Storage Military   ,Home,Storage,497.59
451,Essential Non-Fiction Parent,Books,Non-Fiction,519.16
452,Deluxe Women Station,Clothing,Women,786.81
453,Classic Laptop Eight,Electronics,Laptops,98.12
454,Deluxe Camera Gas,Electronics,Cameras,106.66
455,Deluxe Kitchen However,Home,Kitchen,750.18
456,Deluxe Laptop Fast,Electronics,Laptops,619.61
457,Ultra Bedding Technology,Home,Bedding,288.39
458,Classic Storage Stock,Home,Storage,417.92
459,Pro Footwear Increase,Clothing,Footwear,76.28
460,Essential Women His,Clothing,Women,290.56
461,Pro Winterwear Build,Clothing,Winterwear,450.38
462,Essential Mobile Work,Electronics,Mobiles,194.56
463,Essential Men Organization,Clothing,Men,306.95
464,Deluxe Camera Decision,Electronics,Cameras,228.41
465,Ultra Storage Person,Home,Storage,390.98
466,Deluxe Furniture Offer,Home,Furniture,758.72
467,  Pro Winterwear Couple   ,Clothing,Winterwear,537.26
468,ULTRA FOOTWEAR REST,Clothing,Footwear,563.09
469,Essential Fiction Special,Books,Fiction,21.93
470,  Premium Kitchen Oil   ,Home,Kitchen,203.77
471,Ultra Accessorie Agreement,Electronics,Accessories,209.14
472,Essential Academic Short,Books,Academic,255.17
473,pro fiction main,Books,Fiction,53.4
474,Deluxe Mobile Yes,Electronics,Mobiles,87.59
475,Premium Storage Section,Home,Storage,741.57
476,Ultra Academic Determine,Books,Academic,380.77
477,Essential Women Left,Clothing,Women,638.6
478,Deluxe Furniture Subject,Home,Furniture,731.59
479,Pro Kitchen Film,Home,Kitchen,115.67
480,Pro Mobile Theory,Electronics,Mobiles,431.11
481,Classic Audio Room,Electronics,Audio,723.13
482,Compact Furniture Authority,Home,Furniture,681.61
483,Classic Women Tell,Clothing,Women,668.29
484,Classic Men Thus,Clothing,Men,455.13
485,Compact Accessorie Stuff,Electronics,Accessories,61.3
486,Premium Audio Stuff,Electronics,Audio,465.73
487,Classic Decor Issue,Home,Decor,189.92
488,Premium Storage Report,Home,Storage,256.28
489,Pro Comic Money,Books,Comics,555.69
490,Pro Winterwear Chair,Clothing,Winterwear,255.12
491,Premium Non-Fiction Property,Books,Non-Fiction,629.17
492,Ultra Comic Floor,Books,Comics,544.63
493,Compact Bedding Effort,Home,Bedding,620.49
494,Premium Children Entire,Books,Children,486.48
495,Pro Furniture Reason,Home,Furniture,587.64
496,Premium Mobile Class,Electronics,Mobiles,506.41
497,Classic Children Senior,Books,Children,442.62
498,Deluxe Non-Fiction Land,Books,Non-Fiction,713.48
499,Compact Furniture Strategy,Home,Furniture,75.17
500,Premium Storage Huge,Home,Storage,678.84
501,Classic Winterwear Back,Clothing,Winterwear,145.78
502,deluxe footwear list,Clothing,Footwear,187.7
503,  Classic Decor Piece   ,Home,Decor,726.46
504,Compact Bedding Measure,Home,Bedding,705.6
505,Premium Audio Pass,Electronics,Audio,418.53
506,Pro Decor Institution,Home,Decor,141.56
507,Pro Comic Nor,Books,Comics,668.87
508,Classic Bedding Move,Home,Bedding,284.26
509,Ultra Bedding Wind,Home,Bedding,484.56
510,Classic Footwear Wife,Clothing,Footwear,413.09
511,Classic Furniture True,Home,Furniture,291.69
512,Compact Laptop Role,Electronics,Laptops,577.04
513,Compact Academic Kid,Books,Academic,131.51
514,CLASSIC FICTION OF,Books,Fiction,131.42
515,  Classic Accessorie Although   ,Electronics,Accessories,146.49
516,Pro Children Street,Books,Children,703.17
517,Classic Kitchen Here,Home,Kitchen,794.24
518,Classic Non-Fiction Science,Books,Non-Fiction,481.87
519,Essential Winterwear Want,Clothing,Winterwear,136.67
520,Pro Bedding Task,Home,Bedding,186.16
