order_id,customer_id,order_date,status,region_code
63,,2025-09-06 08:00:20,DELIVERED,EU-EAST
64,279,2026-01-21 01:01:16,RETURNED,APAC-IN
65,468,2026-01-05 17:07:54,DELIVERED,EU-WEST
66,494,2026-06-17 08:17:09,PLACED,EU-WEST
67,267,2024-10-28 21:34:14,PLACED,NA-WEST
68,481,10-06-2026,RETURNED,EU-EAST
69,441,2025-05-30 00:56:47,DELIVERED,APAC-IN
70,422,2026-01-09 00:30:23,SHIPPED,APAC-SG
71,388,2025-02-06 16:16:54,DELIVERED,NA-WEST
72,279,2025-05-17 05:31:20,DELIVERED,EU-WEST
73,71,2024-12-09 08:37:57,SHIPPED,EU-EAST
74,279,2026-04-04 06:56:27,PLACED,NA-EAST
75,23,2024-12-14 20:15:21,DELIVERED,NA-WEST
76,9,2025-02-25 15:48:16,PLACED,NA-WEST
77,320,2026-04-14 05:32:25,DELIVERED,NA-EAST
78,150,2024-05-27 01:15:39,DELIVERED,APAC-IN
79,197,2025-03-24 11:38:17,CANCELLED,NA-EAST
80,255,2025-10-19 18:18:19,DELIVERED,APAC-SG
81,204,2026-02-14 21:09:37,PLACED,APAC-SG
82,485,2025-10-26 11:33:19,DELIVERED,EU-WEST
83,44,2026-05-19 05:32:18,DELIVERED,EU-WEST
84,54,2025-02-02 07:44:03,SHIPPED,EU-EAST
85,172,2025-05-03 21:45:20,DELIVERED,NA-WEST
86,,2024-05-05 05:37:34,DELIVERED,APAC-SG
87,381,2024-07-18 00:03:09,DELIVERED,APAC-SG
88,62,2024-06-01 20:34:42,SHIPPED,APAC-IN
89,129,2026-03-28 20:06:03,RETURNED,APAC-SG
90,450,25-12-2024,DELIVERED,APAC-SG
91,41,2026-03-24 21:22:29,DELIVERED,APAC-IN
92,195,2024-12-15 21:56:55,DELIVERED,EU-EAST
93,165,2024-06-15 23:54:18,DELIVERED,EU-WEST
94,465,2024-03-02 02:50:13,DELIVERED,APAC-SG
95,20,2025-09-17 13:42:25,SHIPPED,APAC-SG
96,397,2024-12-20 22:50:46,DELIVERED,APAC-IN
97,290,2025-07-15 03:24:04,DELIVERED,NA-EAST
98,69,2024-05-08 00:08:04,SHIPPED,NA-EAST
99,498,2024-12-23 15:59:10,DELIVERED,EU-EAST
100,539,02-04-2025,SHIPPED,APAC-SG
101,214,2026-04-03 08:55:29,CANCELLED,EU-EAST
102,63,2025-09-12 16:17:54,RETURNED,EU-EAST
103,60,2025-04-17 22:19:30,DELIVERED,EU-WEST
104,222,2026-05-16 23:48:53,DELIVERED,APAC-IN
105,198,2026-05-27 09:51:37,DELIVERED,NA-WEST
106,426,2024-08-11 21:51:13,DELIVERED,APAC-SG
107,438,2024-08-09 17:13:07,SHIPPED,EU-EAST
108,162,2026-06-08 09:15:08,DELIVERED,EU-WEST
109,333,2025-09-29 10:42:28,DELIVERED,APAC-SG
110,247,2026-06-26 14:25:14,DELIVERED,APAC-SG
111,464,2026-01-25 04:00:04,PLACED,NA-EAST
112,17,2026-05-14 01:52:32,CANCELLED,NA-EAST
113,228,2025-01-28 17:10:29,PLACED,APAC-SG
114,524,2024-10-27 08:11:07,DELIVERED,NA-WEST
115,376,2025-03-24 03:20:26,CANCELLED,NA-EAST
116,223,2024-06-28 22:16:58,DELIVERED,NA-WEST
117,98,10-06-2025,CANCELLED,EU-EAST
118,58,2025-08-02 10:56:58,CANCELLED,EU-EAST
119,124,2025-02-16 04:38:50,CANCELLED,NA-EAST
120,392,2024-05-24 02:02:10,PLACED,APAC-IN
121,335,2026-04-20 10:53:22,SHIPPED,APAC-SG
122,403,2026-01-22 05:46:38,DELIVERED,NA-EAST
123,297,2025-11-03 13:24:17,DELIVERED,EU-EAST
124,51,2025-11-11 02:55:49,DELIVERED,EU-EAST
125,134,2024-09-26 12:20:47,SHIPPED,EU-EAST
126,201,2026-05-24 09:22:26,PLACED,EU-EAST
127,92,2024-08-22 19:25:03,DELIVERED,EU-WEST
128,353,2024-04-07 14:29:45,SHIPPED,EU-WEST
129,453,2024-10-13 12:30:24,RETURNED,NA-WEST
130,383,2024-10-29 07:46:26,CANCELLED,NA-EAST
131,249,2024-10-16 09:48:01,CANCELLED,NA-EAST
132,114,2025-06-17 23:37:31,PLACED,NA-WEST
133,217,2025-01-11 14:15:54,DELIVERED,APAC-IN
134,145,2024-03-29 13:34:24,RETURNED,APAC-IN
135,,20-11-2024,SHIPPED,APAC-SG
136,55,2026-02-21 06:59:44,PLACED,EU-EAST
137,369,15-08-2024,CANCELLED,APAC-SG
138,390,2026-04-29 23:45:27,PLACED,EU-WEST
139,545,2024-07-15 17:38:54,DELIVERED,EU-EAST
140,23,2024-05-01 18:04:37,DELIVERED,EU-WEST
141,161,2024-03-29 12:57:58,DELIVERED,APAC-SG
142,514,2025-05-03 13:29:15,DELIVERED,EU-EAST
143,31,2025-05-10 06:23:01,DELIVERED,EU-EAST
144,90,2025-10-15 17:42:51,DELIVERED,APAC-SG
145,428,2025-03-09 09:18:01,DELIVERED,EU-WEST
146,338,2026-01-27 18:14:27,SHIPPED,NA-WEST
147,208,2024-10-01 13:06:02,DELIVERED,APAC-IN
148,441,2024-10-12 11:40:24,DELIVERED,NA-WEST
149,546,2024-08-31 21:47:53,CANCELLED,NA-WEST
150,327,2025-12-04 04:32:08,DELIVERED,APAC-SG
151,281,2024-10-23 01:22:10,SHIPPED,NA-WEST
152,,2025-04-19 13:21:33,DELIVERED,APAC-IN
153,27,10-09-2025,DELIVERED,NA-WEST
154,481,2025-10-02 22:13:01,DELIVERED,EU-EAST
155,198,15-02-2025,DELIVERED,NA-EAST
156,423,2025-02-09 17:25:20,RETURNED,NA-WEST
157,450,2026-04-01 02:23:42,CANCELLED,NA-WEST
158,43,2025-10-12 21:22:36,DELIVERED,APAC-SG
159,550,2026-05-25 22:00:48,DELIVERED,NA-EAST
160,463,2026-02-08 18:28:56,PLACED,NA-WEST
161,406,2024-04-30 23:24:23,DELIVERED,APAC-SG
162,195,2025-05-27 07:57:12,CANCELLED,EU-WEST
163,433,2025-06-01 08:45:46,PLACED,APAC-IN
164,475,2026-01-31 16:31:31,DELIVERED,NA-WEST
165,139,2025-11-01 14:35:21,DELIVERED,NA-WEST
166,207,2026-02-05 07:49:07,DELIVERED,APAC-SG
167,168,2024-09-08 22:03:44,DELIVERED,APAC-SG
168,537,2025-10-18 15:48:54,RETURNED,APAC-IN
169,388,13-10-2025,SHIPPED,EU-WEST
170,154,2024-11-07 20:25:27,SHIPPED,APAC-SG
171,316,2025-06-24 19:40:43,RETURNED,EU-WEST
172,121,2024-09-21 09:19:24,PLACED,EU-WEST
173,,2026-04-13 00:54:06,DELIVERED,NA-EAST
174,506,2025-03-05 12:44:52,DELIVERED,EU-EAST
175,82,2024-03-11 05:03:36,DELIVERED,APAC-IN
176,213,2024-05-15 23:49:30,PLACED,EU-WEST
177,,2024-04-20 09:09:21,CANCELLED,EU-WEST
178,90,2024-05-16 04:01:18,RETURNED,NA-WEST
179,182,2026-02-06 08:13:28,DELIVERED,NA-EAST
180,307,2025-07-15 11:40:15,DELIVERED,NA-EAST
181,67,2025-05-29 21:35:41,SHIPPED,EU-WEST
182,424,2026-05-25 00:13:42,SHIPPED,NA-EAST
183,542,2024-07-15 04:33:53,DELIVERED,APAC-SG
184,325,2025-04-08 08:49:40,RETURNED,EU-WEST
185,509,2026-05-17 08:02:11,DELIVERED,NA-WEST
186,239,2025-05-26 06:10:47,PLACED,NA-EAST
187,121,2025-01-17 01:51:13,RETURNED,EU-EAST
188,,2025-08-26 03:53:54,DELIVERED,NA-EAST
189,289,2025-03-31 05:22:21,DELIVERED,APAC-IN
190,7,2024-08-24 20:08:31,DELIVERED,APAC-SG
191,30,2024-11-28 19:55:37,CANCELLED,APAC-SG
192,486,2024-04-25 05:42:27,DELIVERED,APAC-SG
193,550,2025-08-03 13:47:36,CANCELLED,APAC-SG
194,534,2025-06-09 00:20:37,DELIVERED,APAC-IN
195,214,2025-07-29 07:23:29,CANCELLED,EU-WEST
196,153,2025-05-10 16:18:27,DELIVERED,EU-EAST
197,170,2025-10-27 04:05:00,SHIPPED,EU-WEST
198,323,2024-04-19 03:11:07,PLACED,NA-WEST
199,310,2025-01-30 18:16:43,SHIPPED,EU-WEST
200,207,2024-07-22 20:31:54,PLACED,EU-EAST
201,158,2024-12-21 11:36:19,DELIVERED,APAC-IN
202,336,2024-10-09 14:25:35,PLACED,APAC-IN
203,136,2025-01-13 17:55:47,DELIVERED,APAC-SG
204,119,2024-03-07 09:13:37,PLACED,APAC-IN
205,342,2026-02-24 06:23:42,SHIPPED,APAC-SG
206,24,2025-06-28 21:31:50,SHIPPED,NA-WEST
207,284,2026-06-05 20:40:49,DELIVERED,NA-EAST
208,162,2025-04-30 01:55:21,RETURNED,APAC-IN
209,212,2026-06-21 18:56:11,DELIVERED,NA-WEST
210,291,2025-03-16 07:44:25,DELIVERED,EU-WEST
211,52,19-09-2024,RETURNED,NA-EAST
212,56,2024-07-12 18:46:14,SHIPPED,APAC-IN
213,457,2025-09-04 10:38:07,CANCELLED,APAC-SG
214,547,2024-07-01 00:23:32,DELIVERED,EU-EAST
215,96,2026-02-26 10:35:28,DELIVERED,APAC-SG
216,477,2026-03-01 23:13:18,SHIPPED,APAC-IN
217,373,2025-10-31 01:41:13,RETURNED,EU-WEST
218,333,2026-02-03 03:37:03,PLACED,NA-EAST
219,473,2024-11-21 07:56:35,DELIVERED,APAC-IN
220,106,2025-11-21 05:04:10,DELIVERED,EU-WEST
221,73,2025-06-13 07:46:48,DELIVERED,EU-EAST
222,250,2024-11-03 00:42:21,DELIVERED,EU-WEST
223,442,2026-01-06 07:09:45,DELIVERED,APAC-SG
224,80,2026-03-26 22:53:34,DELIVERED,EU-WEST
225,456,2024-11-29 16:14:34,DELIVERED,APAC-IN
226,389,2025-07-22 14:39:50,DELIVERED,NA-EAST
227,143,2024-03-01 06:52:21,DELIVERED,EU-EAST
228,400,2026-01-24 15:19:28,DELIVERED,EU-WEST
229,312,2026-01-05 07:47:54,RETURNED,NA-EAST
230,523,2025-11-18 21:34:18,CANCELLED,NA-EAST
231,55,2024-03-02 07:26:27,CANCELLED,EU-WEST
232,289,2024-04-18 10:39:05,DELIVERED,EU-EAST
233,392,2025-11-21 17:59:40,DELIVERED,APAC-SG
234,143,2024-12-18 09:36:18,CANCELLED,EU-WEST
235,158,2025-05-23 02:58:24,DELIVERED,NA-WEST
236,,2024-03-25 09:37:45,CANCELLED,APAC-SG
237,140,2024-07-10 12:28:55,CANCELLED,EU-EAST
238,436,2024-12-05 07:19:55,DELIVERED,EU-EAST
239,232,2024-12-14 14:47:30,PLACED,EU-EAST
240,243,2026-04-19 09:48:20,RETURNED,APAC-IN
241,39,2026-03-21 17:32:30,SHIPPED,EU-EAST
242,82,2024-10-07 17:24:18,DELIVERED,EU-WEST
243,81,2026-05-23 00:09:19,PLACED,EU-EAST
244,80,2026-06-16 14:43:44,DELIVERED,NA-EAST
245,548,2024-03-17 18:02:03,DELIVERED,EU-EAST
246,340,2025-12-15 00:37:05,RETURNED,EU-WEST
247,37,2025-06-16 08:34:57,DELIVERED,NA-EAST
248,174,2024-05-20 04:31:43,DELIVERED,APAC-SG
249,294,2026-03-24 01:10:11,DELIVERED,EU-WEST
250,288,2025-05-02 12:50:15,PLACED,NA-EAST
251,155,2026-01-23 20:26:13,SHIPPED,APAC-SG
252,186,2026-05-29 06:28:53,DELIVERED,NA-EAST
253,158,2026-04-10 10:17:30,DELIVERED,EU-EAST
254,451,2024-11-15 20:46:19,DELIVERED,EU-WEST
255,271,28-08-2024,DELIVERED,EU-EAST
256,546,2025-02-26 23:31:30,DELIVERED,EU-EAST
257,544,05-01-2026,RETURNED,EU-EAST
258,324,2026-06-02 17:16:49,PLACED,APAC-IN
259,443,2025-04-28 10:54:50,DELIVERED,NA-EAST
260,401,2026-02-15 07:22:27,DELIVERED,APAC-SG
261,200,2026-05-17 17:13:39,DELIVERED,NA-WEST
262,11,2024-03-14 04:00:51,PLACED,NA-EAST
263,457,2025-08-29 01:28:55,DELIVERED,NA-WEST
264,,21-07-2024,DELIVERED,NA-WEST
265,125,2024-09-03 09:04:15,DELIVERED,EU-EAST
266,190,2024-08-20 04:36:15,DELIVERED,EU-EAST
267,78,2026-02-03 09:36:31,DELIVERED,EU-EAST
268,332,2025-04-04 18:12:13,PLACED,NA-EAST
269,341,2024-06-02 07:08:55,CANCELLED,NA-WEST
270,504,2025-01-06 17:29:12,SHIPPED,EU-EAST
271,442,2025-02-03 06:02:19,SHIPPED,EU-EAST
272,106,24-04-2024,DELIVERED,EU-WEST
273,20,2026-04-13 03:39:08,DELIVERED,NA-EAST
274,273,2024-10-22 12:20:10,RETURNED,APAC-IN
275,,2026-04-02 05:51:21,DELIVERED,APAC-SG
276,72,2026-06-18 01:27:29,DELIVERED,APAC-SG
277,494,2024-09-05 06:47:58,RETURNED,EU-WEST
278,311,13-11-2025,RETURNED,APAC-SG
279,548,2025-08-11 06:27:35,DELIVERED,EU-WEST
280,181,2024-05-01 02:22:21,DELIVERED,EU-WEST
281,110,2025-09-10 02:13:31,CANCELLED,EU-EAST
282,144,2024-04-25 10:55:43,DELIVERED,APAC-IN
283,399,2024-06-06 20:32:07,DELIVERED,EU-EAST
284,461,26-03-2024,PLACED,APAC-SG
285,,2024-08-31 14:20:05,DELIVERED,APAC-IN
286,550,2024-10-18 09:23:37,SHIPPED,NA-EAST
287,,2024-10-06 22:52:31,PLACED,APAC-IN
288,,19-09-2024,DELIVERED,EU-WEST
289,100,2026-02-07 15:47:39,CANCELLED,NA-EAST
290,109,2024-08-25 08:55:37,DELIVERED,NA-WEST
291,208,2025-12-23 02:18:54,CANCELLED,APAC-SG
292,333,2024-09-04 15:50:28,DELIVERED,NA-WEST
293,219,2024-05-10 19:35:22,DELIVERED,NA-EAST
294,426,2024-11-17 01:23:23,DELIVERED,EU-EAST
295,42,2024-09-24 04:25:36,CANCELLED,APAC-IN
296,162,2024-03-25 06:44:26,PLACED,NA-EAST
297,92,2025-05-15 18:16:43,CANCELLED,EU-EAST
298,212,2024-10-09 06:42:07,DELIVERED,EU-EAST
299,179,2024-04-28 10:37:13,DELIVERED,APAC-IN
300,309,2025-08-23 08:55:15,DELIVERED,NA-WEST
301,543,2024-07-27 15:21:09,CANCELLED,APAC-IN
302,476,2025-01-18 06:51:17,SHIPPED,NA-WEST
303,486,2026-04-12 20:41:51,DELIVERED,NA-EAST
304,373,2025-05-17 19:58:32,DELIVERED,APAC-IN
305,465,2024-05-07 06:59:34,PLACED,APAC-IN
306,30,2026-03-24 12:23:58,PLACED,NA-WEST
307,334,2025-12-11 23:55:23,DELIVERED,EU-WEST
308,113,2025-07-20 15:05:26,SHIPPED,EU-EAST
309,385,06-02-2025,DELIVERED,NA-EAST
310,149,2025-01-30 19:13:16,DELIVERED,EU-EAST
311,469,2024-12-27 14:37:12,RETURNED,NA-WEST
312,33,2024-06-01 15:58:38,SHIPPED,EU-EAST
313,176,2025-08-16 17:26:31,DELIVERED,NA-WEST
314,175,2025-02-20 19:55:20,CANCELLED,EU-EAST
315,222,2026-03-06 12:56:56,DELIVERED,APAC-SG
316,253,2025-03-20 23:49:33,DELIVERED,APAC-IN
317,6,2025-12-09 23:39:48,PLACED,EU-EAST
318,517,2024-04-22 05:27:54,DELIVERED,APAC-SG
319,464,2026-04-09 09:33:53,DELIVERED,NA-EAST
320,417,2025-02-02 15:52:15,DELIVERED,APAC-SG
321,17,2026-03-16 07:36:17,SHIPPED,EU-EAST
322,25,2026-02-05 13:41:38,SHIPPED,APAC-SG
323,380,2026-02-20 06:12:05,PLACED,APAC-SG
324,341,03-06-2026,DELIVERED,EU-WEST
325,213,2024-07-04 18:22:18,DELIVERED,NA-EAST
326,373,2024-05-20 02:23:32,DELIVERED,APAC-IN
327,,2025-09-21 05:36:44,DELIVERED,NA-EAST
328,210,2024-10-02 00:08:32,SHIPPED,NA-EAST
329,215,2025-02-14 04:54:32,CANCELLED,APAC-IN
330,284,24-05-2024,DELIVERED,EU-EAST
331,126,2026-03-01 08:58:43,DELIVERED,APAC-IN
332,463,2025-09-23 21:28:19,RETURNED,NA-EAST
333,469,2024-07-14 15:06:22,CANCELLED,EU-WEST
334,79,2024-08-17 21:25:11,SHIPPED,NA-WEST
335,210,2026-05-18 20:38:31,PLACED,EU-EAST
336,136,2026-03-07 04:27:21,DELIVERED,APAC-SG
337,,19-12-2024,CANCELLED,NA-WEST
338,533,2025-08-04 18:24:57,DELIVERED,APAC-SG
339,498,2026-06-02 14:01:46,DELIVERED,EU-WEST
340,314,2024-11-22 18:49:26,SHIPPED,EU-WEST
341,49,2024-10-17 10:27:14,DELIVERED,NA-WEST
342,165,2026-06-10 14:03:09,RETURNED,APAC-SG
343,158,2024-11-06 12:00:41,PLACED,EU-WEST
344,452,2025-04-09 12:41:02,SHIPPED,APAC-SG
345,,2025-07-06 08:31:11,SHIPPED,EU-EAST
346,167,2026-06-07 23:39:05,RETURNED,EU-EAST
347,149,2026-02-10 12:59:46,SHIPPED,APAC-SG
348,520,2025-07-28 15:02:15,DELIVERED,EU-WEST
349,151,2026-01-16 18:53:20,SHIPPED,EU-EAST
350,143,2024-08-29 13:27:24,DELIVERED,NA-WEST
351,95,20-07-2025,DELIVERED,APAC-IN
352,285,30-12-2024,DELIVERED,EU-EAST
353,90,2026-05-05 00:49:18,DELIVERED,APAC-IN
354,58,2025-09-12 21:28:26,DELIVERED,EU-EAST
355,382,2024-03-19 22:30:20,DELIVERED,EU-EAST
356,90,2025-01-30 01:41:53,DELIVERED,EU-EAST
357,296,2024-11-10 10:32:47,RETURNED,EU-EAST
358,425,2024-10-03 19:27:37,DELIVERED,NA-WEST
359,487,2026-05-26 00:38:32,PLACED,APAC-IN
360,91,2024-03-11 06:46:09,RETURNED,EU-EAST
361,474,2024-09-29 17:00:36,CANCELLED,EU-WEST
362,44,2025-06-13 03:06:40,DELIVERED,APAC-IN
363,230,2024-04-11 16:40:05,SHIPPED,EU-WEST
364,484,2024-09-09 21:39:04,CANCELLED,EU-EAST
365,251,2024-04-14 04:24:59,DELIVERED,NA-EAST
366,371,2026-03-17 09:48:46,CANCELLED,APAC-SG
367,123,2025-10-01 17:59:13,DELIVERED,EU-WEST
368,60,2024-10-14 00:23:12,CANCELLED,NA-WEST
369,55,2025-04-28 13:53:15,DELIVERED,EU-WEST
370,,2025-05-28 02:01:32,RETURNED,APAC-IN
371,188,2024-07-25 19:32:16,SHIPPED,EU-WEST
372,309,2025-04-26 16:43:26,DELIVERED,NA-EAST
373,361,10-10-2024,DELIVERED,EU-WEST
374,422,2025-08-11 15:47:29,SHIPPED,NA-WEST
375,227,2024-12-18 16:41:12,DELIVERED,APAC-SG
376,539,2026-06-05 13:57:49,DELIVERED,NA-EAST
377,79,2024-08-29 01:52:56,RETURNED,EU-EAST
378,372,2024-10-02 22:49:00,CANCELLED,APAC-IN
379,351,2024-11-23 12:20:53,PLACED,NA-EAST
380,146,2025-02-15 23:18:25,SHIPPED,NA-EAST
381,115,29-06-2024,DELIVERED,EU-EAST
382,,15-08-2024,DELIVERED,APAC-IN
383,122,29-03-2025,DELIVERED,NA-EAST
384,127,2025-01-14 01:54:40,SHIPPED,APAC-SG
385,93,2024-10-13 02:45:26,RETURNED,APAC-IN
386,165,2026-04-17 17:00:13,DELIVERED,APAC-IN
387,102,2024-03-22 17:22:22,DELIVERED,EU-WEST
388,5,2024-08-01 07:16:12,RETURNED,APAC-SG
389,190,2026-01-12 23:55:48,SHIPPED,EU-WEST
390,435,2025-01-27 20:42:49,DELIVERED,EU-WEST
391,113,2026-05-17 08:50:55,DELIVERED,APAC-SG
392,42,2024-07-06 18:25:32,SHIPPED,EU-WEST
393,320,2026-01-19 15:52:28,DELIVERED,EU-EAST
394,72,2026-03-09 22:30:58,DELIVERED,NA-EAST
395,504,2024-08-11 09:05:31,DELIVERED,APAC-SG
396,147,2025-11-04 07:38:17,DELIVERED,NA-EAST
397,173,2024-06-09 12:34:44,SHIPPED,NA-WEST
398,414,2024-09-07 16:54:19,DELIVERED,EU-EAST
399,280,2025-11-12 17:51:43,DELIVERED,EU-EAST
400,524,2025-05-08 05:47:47,DELIVERED,NA-EAST
401,510,2025-02-22 13:39:36,SHIPPED,NA-EAST
402,70,2026-04-13 19:48:55,RETURNED,EU-EAST
403,335,2024-10-24 06:26:06,DELIVERED,NA-EAST
404,533,2026-04-04 14:04:49,SHIPPED,APAC-SG
405,517,2025-04-11 11:35:18,CANCELLED,APAC-IN
406,33,2025-12-29 14:42:49,SHIPPED,EU-EAST
407,386,2026-01-17 11:41:20,PLACED,APAC-IN
408,311,2024-11-10 23:44:27,SHIPPED,APAC-SG
409,113,2026-04-02 01:10:04,DELIVERED,APAC-IN
410,161,27-04-2026,DELIVERED,APAC-IN
411,362,2025-05-16 20:36:00,PLACED,NA-EAST
412,376,2025-08-24 23:04:09,DELIVERED,APAC-SG
413,100,2025-12-26 02:31:17,DELIVERED,EU-WEST
414,251,2025-03-20 15:42:59,DELIVERED,NA-EAST
415,68,2025-06-17 15:57:37,SHIPPED,APAC-IN
416,472,2025-12-17 06:56:11,RETURNED,EU-WEST
417,,2026-02-28 15:40:53,RETURNED,EU-EAST
418,331,2024-07-30 19:28:37,SHIPPED,APAC-SG
419,509,2026-04-21 00:34:08,DELIVERED,NA-WEST
420,373,2026-01-07 06:55:39,DELIVERED,NA-EAST
421,549,2025-01-27 13:29:05,PLACED,APAC-IN
422,232,2024-07-21 20:26:11,DELIVERED,APAC-IN
423,69,2026-06-03 23:29:17,SHIPPED,NA-EAST
424,310,2026-04-23 22:19:31,DELIVERED,APAC-IN
425,425,2025-11-15 22:52:00,DELIVERED,APAC-SG
426,185,2024-03-29 21:34:55,DELIVERED,NA-WEST
427,219,2026-02-24 22:01:55,DELIVERED,APAC-IN
428,445,2024-06-02 00:33:00,DELIVERED,NA-WEST
429,308,2026-01-06 08:28:13,CANCELLED,NA-EAST
430,423,2025-04-19 16:02:56,DELIVERED,EU-WEST
431,242,2025-11-21 11:46:44,SHIPPED,NA-EAST
432,318,2026-02-20 01:07:40,RETURNED,EU-EAST
433,38,2025-01-08 18:45:07,SHIPPED,EU-WEST
434,285,2024-11-29 09:12:16,PLACED,APAC-SG
435,21,2024-05-25 22:45:00,PLACED,APAC-IN
436,66,2025-11-23 06:18:54,DELIVERED,NA-EAST
437,144,2025-03-02 16:15:07,DELIVERED,NA-EAST
438,538,2025-03-27 04:05:05,PLACED,APAC-IN
439,321,2025-07-25 12:40:06,DELIVERED,APAC-SG
440,434,2025-02-02 15:56:30,SHIPPED,EU-WEST
441,261,2024-05-26 21:03:00,DELIVERED,NA-EAST
442,434,2026-03-08 15:50:41,RETURNED,NA-WEST
443,377,22-06-2025,RETURNED,APAC-IN
444,,2024-05-24 22:19:57,DELIVERED,NA-WEST
445,394,2025-06-24 10:21:55,DELIVERED,APAC-SG
446,243,2026-01-17 05:58:18,RETURNED,EU-EAST
447,262,2025-06-11 09:55:24,CANCELLED,NA-WEST
448,165,2026-01-11 17:21:32,CANCELLED,APAC-SG
449,35,2025-04-30 16:49:19,CANCELLED,EU-EAST
450,423,2025-07-30 20:46:59,CANCELLED,NA-EAST
451,268,26-04-2026,DELIVERED,APAC-SG
452,335,2026-02-03 02:49:22,DELIVERED,APAC-SG
453,455,28-09-2024,SHIPPED,EU-WEST
454,85,2024-08-20 03:58:29,DELIVERED,APAC-SG
455,421,2025-07-10 04:03:45,CANCELLED,NA-WEST
456,336,2025-05-12 18:09:57,DELIVERED,NA-WEST
457,387,12-02-2025,PLACED,APAC-IN
458,235,2024-07-17 05:17:12,SHIPPED,APAC-SG
459,51,2025-11-13 23:39:54,DELIVERED,NA-WEST
460,377,2024-11-20 06:38:26,SHIPPED,APAC-SG
461,465,2026-04-07 15:12:40,DELIVERED,NA-WEST
462,273,2025-05-22 08:00:01,DELIVERED,EU-EAST
